Month,electricity_consumption_GWh,HYDRO,Thermal,WIND,GEOTHERMAL,BAGASSE_BIOGAS,IMPORTS,SOLAR,Total,DC_1_Lifeline_0_30_per_kWh,DC_2_Ordinary_30_100_per_kWh,DC_3_Ordinary_100_15000_per_kWh,Small_Commercial_1_0_30_per_kWh,Small_Commercial_2_30per_kWh_100per_kWh,Small_Commercial_3_100per_kWh_1500per_kWh,SC3_Bulk_Supply_1000per_kWh_1500per_kWh,"Commercial_Industrial_1___415_V_>_15,000_per_kWh","Commercial_Industrial_2___11,000_V","Commercial_Industrial_3___33,000_V","Commercial_Industrial_4___66,000_V","Commercial_Industrial_5___132,000_V","Commercial_Industrial_6___220,000_V",Commercial_Industrial_7_SEZs,E_Mobility,Street_Lighting,Number_of_new_customers,Cummulative_Connections,400 kV Ketraco,220kv Ketraco & KenGen links,132kv Ketraco,220 kV,132 kV,66 kV,33 kV,11 kV,HV_MV_Circuit_km,LV_Circuit_km,TOTAL,Renewable_Generation,Year,Month_num,Renewable_Share_%,Month_Num,Quarter,Is_Rainy_Season,Month_Sin,Month_Cos,Renewable_Share_Pct,Thermal_Share_Pct,Demand_Supply_Gap,Consumption_Lag1,Consumption_Lag3,Consumption_Growth,Rolling_Mean_3M,Rolling_Std_6M,HV_MV_per_Customer,LV_per_Customer,Grid_Capacity_per_Demand,Post_2020_Solar_Initiative,Drought_Period
2023-04-01,846.3319355490494,190.84650983400002,119.531562,157.0015049999999,476.3336340000001,0.032632,94.66790372390051,39.409826800000026,1077.8235733579006,21.1615,26.0983,31.749000000000002,21.1615,26.219299999999993,30.7931,30.7931,27.621677777777776,23.286,23.350811627906978,22.3943,21.462115384615384,18.51099230769231,18.51099230769231,25.7353,17.5315,17988.0,9085751.0,2030.98,724.0,1264.285,1352.3,2349.916,1226.8554,39167.6037,44077.0279,93446.968,217784.4192,311231.3872,863.6241076340001,2023,4,80.0,4,2,1,0.8660254037844387,-0.4999999999999998,80.12666720059075,11.090086072955884,-231.49163780885124,850.0508765434488,872.8614151499996,-0.004374962836955931,842.5406905234644,15.904464039740837,0.010285002087334332,0.02396988638583646,110.41408704420117,1,1
2023-05-01,874.7823144045506,237.87944327199997,95.38258500000005,181.71732000000037,510.826842,0.024918,59.73036999999999,44.27785619999999,1129.839334472,21.593900000000005,26.530700000000003,32.1814,21.5939,26.6517,31.2255,31.2255,28.054077777777778,23.7184,23.783211627906976,22.8267,21.894515384615385,18.943392307692307,18.943392307692307,26.1677,17.963900000000002,81306.0,9165805.0,2030.98,724.0,1264.285,1352.3,2349.916,1226.8554,39167.6037,44077.0279,93446.968,217784.4192,311231.3872,974.7263794720002,2023,5,86.0,5,2,1,0.49999999999999994,-0.8660254037844387,86.27123784175139,8.442137044606836,-255.05702006744946,846.3319355490494,831.2392594778948,0.03361609985453784,857.055042165683,19.236731142391356,0.010195173037174585,0.02376053376653769,106.82311068852341,1,1
2023-06-01,852.8460569849994,261.96647317000003,68.12813209999986,168.0592579999995,506.56895106999997,0.023819,57.966743349999994,36.66036940000002,1099.3737460899995,22.947600000000005,27.884399999999996,33.5351,22.947600000000005,28.005399999999998,32.5792,32.5792,29.407777777777778,25.0721,25.136911627906976,24.1804,23.248215384615385,20.297092307692306,20.2970932,27.5214,19.317600000000002,50492.0,9212581.0,2030.98,724.0,1264.285,1352.3,2349.916,1226.8554,39167.6037,44077.0279,93446.968,217784.4192,311231.3872,973.2788706399995,2023,6,89.0,6,2,0,1.2246467991473532e-16,-1.0,88.5302995547724,6.196994638293154,-246.52768910500004,874.7823144045506,850.0508765434488,-0.025076247036936006,857.9867689795332,16.60492312165172,0.010143408019967477,0.023639891926051995,109.57073346901059,1,1
2023-07-01,883.9161549730478,279.4842371660001,108.28926600000013,198.46099400000043,494.81174648145645,0.04158,39.871006361999406,37.89577099999998,1158.8546010094565,21.4948,26.746199999999995,31.586199999999998,21.494799999999998,26.48,30.8844,30.8844,27.688777777777776,23.4015,23.490511627906976,22.534,21.601815384615385,18.820092307692306,18.82009409230769,26.0444,17.8648,21209.0,9231288.0,2031.0,792.0,1358.285,1352.0,2350.0,1313.0,39940.0,44959.0,95349.285,225413.0,320762.28500000003,1010.6943286474569,2023,7,87.0,7,3,0,-0.4999999999999997,-0.8660254037844388,87.21493859256029,9.344508440115902,-274.93844603640866,852.8460569849994,846.3319355490494,0.03643107420568725,870.514842120866,19.402685314150794,0.010328925389393116,0.024418369354308956,107.87141344068701,1,1
2023-08-01,889.6198634911303,258.714681958,89.581152,186.66116299999993,522.9154385437236,0.0200455,55.476322341201104,40.84684439999997,1154.2156477429244,22.016360000000002,27.26776,32.10776,22.01636,27.001559999999998,31.40596,31.40596,28.210337777777777,23.92306,24.012071627906977,23.05556,22.123375384615386,19.341652307692307,19.341654984615385,26.56596,18.38636,30942.0,9259722.0,2031.0,792.0,1358.285,1352.0,2350.0,1313.0,39940.0,44959.0,95349.285,225413.0,320762.28500000003,1009.1581734017235,2023,8,87.0,8,3,0,-0.8660254037844385,-0.5000000000000004,87.43237672917867,7.761214481468562,-264.59578425179404,883.9161549730478,874.7823144045506,0.006452770985112766,875.4606918163926,18.814091258782494,0.01029720816672466,0.024343387414870556,107.17980669386284,1,1
2023-09-01,879.2695218963709,247.19945202999997,130.17869099999996,141.30136799999954,511.88190989025367,0.029493400000000003,49.93265000000001,39.25007760000002,1119.7736419202533,21.339800000000004,26.591200000000004,31.431200000000004,21.3398,26.325000000000003,30.7294,30.7294,27.53377777777778,23.2465,23.33551162790698,22.379,21.446815384615384,18.66509230769231,18.66509587692308,25.8894,17.709799999999998,17197.0,9297369.0,2031.0,792.0,1358.285,1352.0,2350.0,1313.0,39940.0,44959.0,95349.285,225413.0,320762.28500000003,939.6623009202532,2023,9,84.0,9,3,0,-1.0,-1.8369701987210297e-16,83.91537947873691,11.625446976655205,-240.50412002388248,889.6198634911303,852.8460569849994,-0.01163456664978424,884.2685134535163,17.51684085349249,0.01025551260792166,0.02424481592588183,108.44147627721105,1,1
2023-10-01,879.531322999032,205.28063728799998,140.56812300000007,183.36042,509.54313547741845,0.005152199999999997,67.01822,42.866151599999995,1148.6418395654186,22.9172,28.168600000000005,33.00860000000001,22.917199999999994,27.902400000000007,32.3068,32.3068,29.111177777777776,24.8239,24.912911627906976,23.9564,23.024215384615385,20.24249230769231,20.24249676923077,27.4668,19.287200000000002,98743.0,9371542.0,2031.0,792.0,1358.285,1352.0,2350.0,1313.0,39940.0,44959.0,95349.285,225413.0,320762.28500000003,941.0554965654184,2023,10,82.0,10,4,1,-0.8660254037844386,0.5000000000000001,81.9276700665423,12.237767958477216,-269.11051656638665,879.2695218963709,883.9161549730478,0.0002977484106312378,882.8069027955111,12.698767873649395,0.010174343240418706,0.024052925335019574,108.4091976109246,1,1
2023-11-01,862.2254874196497,269.68863319224,67.929224,177.53013485,495.19030991421505,0.118648,68.13479702,35.6910996,1114.2828465764549,22.59006,27.84146,32.68146,22.590059999999998,27.575260000000004,31.979660000000003,31.979660000000003,28.784037777777776,24.49676,24.58577162790698,23.62926,22.697075384615385,19.91535230769231,19.91535676923077,27.139660000000003,18.960060000000006,48822.0,9420364.0,2031.0,792.0,1358.285,1352.0,2350.0,1313.0,39940.0,44959.0,95349.285,225413.0,320762.28500000003,978.218825556455,2023,11,88.0,11,4,1,-0.5000000000000004,0.8660254037844384,87.7890948929129,6.096228099419023,-252.0573591568052,879.531322999032,889.6198634911303,-0.019676201548311845,873.6754441050175,14.03471342355097,0.010121613665883824,0.023928268589196767,110.58509217275434,1,1
2023-12-01,832.3490702700001,273.6419545536,69.5465589999999,85.5037599999999,497.689783057345,0.118648,138.69808297999998,44.4432048,1109.5233443909449,22.9217,28.173099999999998,33.0131,22.9217,27.9069,32.311299999999996,32.3113,29.115677777777776,24.8284,24.917411627906976,23.9609,23.028715384615385,20.246992307692306,20.24699676923077,27.4713,19.291700000000002,43344.0,9456158.0,2031.0,792.0,1358.285,1352.0,2350.0,1313.0,39940.0,44959.0,95349.285,225413.0,320762.28500000003,901.3973504109449,2023,12,81.0,12,4,0,-2.4492935982947064e-16,1.0,81.24185533975876,6.268147430298223,-277.1742741209448,862.2254874196497,879.2695218963709,-0.03465035258823024,858.0352935628939,21.097122231176183,0.010083300744340355,0.023837693913320822,114.55444404962246,1,1
2024-01-01,884.7793536100007,254.29758422400002,90.65476399999999,136.13325,506.9086987731168,0.118648,142.2478794338791,38.280573999999994,1168.5227504309958,26.721720000000005,31.973120000000005,36.813120000000005,26.721719999999998,31.706920000000004,36.111320000000006,36.111320000000006,32.91569777777777,28.62842,28.717431627906976,27.76092,26.828735384615385,24.04701230769231,24.04701676923077,31.27132,23.091720000000002,48543.0,9506149.0,2031.0,792.0,1358.285,1352.0,2350.0,1313.0,39940.0,44959.0,95349.285,225413.0,320762.28500000003,935.7387549971168,2024,1,80.0,1,1,0,0.49999999999999994,0.8660254037844387,80.07877935213334,7.7580658114326875,-283.74339682099503,832.3490702700001,879.531322999032,0.06299073935769894,859.7846370998835,21.20424451703318,0.010030274614883483,0.023712336088988296,107.76617312662647,1,0
2024-02-01,857.3888277780679,261.656248642,74.573989,156.14420699999985,446.7596880004632,0.0007755,131.48266949346458,39.8239364,1110.4415140359279,23.254600000000003,28.505999999999993,33.346,23.254599999999996,28.2398,32.6442,32.6442,29.44857777777778,25.1613,25.250311627906978,24.2938,23.361615384615384,20.579892307692308,20.57989676923077,27.8042,19.624600000000004,41078.0,9547949.0,2031.0,792.0,1358.285,1352.0,2350.0,1313.0,39940.0,44959.0,95349.285,225413.0,320762.28500000003,904.384855542463,2024,2,81.0,2,1,0,0.8660254037844386,0.5000000000000001,81.4437180266661,6.7157061454735185,-253.05268625785993,884.7793536100007,862.2254874196497,-0.03095746495459728,858.1724172193562,19.660064191937273,0.009986363039852852,0.02360852576820425,111.2089193500441,1,0
2024-03-01,882.7947154530102,291.09894498399996,79.30592900000009,198.72161399999987,442.6822200000001,0.0038225,128.40092038630917,40.167709200000004,1180.381160070309,23.137700000000006,28.3891,33.229099999999995,23.1377,28.1229,32.5273,32.5273,29.331677777777777,25.0444,25.133411627906977,24.1769,23.244715384615386,20.462992307692307,20.46299676923077,27.6873,19.507700000000007,81306.0,9573928.0,2031.0,792.0,1358.285,1352.0,2350.0,1313.0,39940.0,44959.0,95349.285,225413.0,320762.28500000003,972.6743106839998,2024,3,82.0,3,1,0,1.0,6.123233995736766e-17,82.40340862658827,6.718671195605685,-297.58644461729887,857.3888277780679,832.3490702700001,0.029631699004968315,874.9876322803597,20.184340609930867,0.009959264891066655,0.02354446367259081,108.00844560002953,1,0
2024-04-01,886.5191124538906,362.37849258,93.46504000000009,82.96261499999986,421.94245,0.0062504000000000014,128.89886253002766,37.0358318,1126.6895423100277,21.002100000000006,26.253500000000003,31.093500000000002,21.002099999999995,25.987300000000005,30.3917,30.3917,27.196077777777777,22.9088,22.997811627906977,22.0413,21.109115384615386,18.327392307692307,18.32739676923077,25.5517,17.3721,27765.0,9601493.0,2031.0,792.0,1358.285,1352.0,2350.0,1313.0,39940.0,44959.0,95349.285,225413.0,320762.28500000003,904.32563978,2024,4,80.0,4,2,1,0.8660254037844387,-0.4999999999999998,80.26395966415737,8.295545178166002,-240.17042985613716,882.7947154530102,884.7793536100007,0.0042188709738357755,875.5675518949896,21.258829282982486,0.00993067276099665,0.023476869690994932,107.55468625608373,1,0
2024-05-01,896.3155930736484,349.20591064,99.42998299999982,95.38640900000024,440.56745,0.0013935999999999985,128.86179749937858,38.916738400000014,1152.3696821393787,20.292400000000008,25.543799999999997,30.3838,20.292399999999997,25.277600000000003,29.682,29.682,26.48637777777778,22.1991,22.288111627906975,21.3316,20.399415384615384,17.61769230769231,17.61769676923077,24.842,16.662399999999998,30666.0,9637222.0,2031.0,792.0,1358.285,1352.0,2350.0,1313.0,39940.0,44959.0,95349.285,225413.0,320762.28500000003,924.0779016400002,2024,5,80.0,5,2,1,0.49999999999999994,-0.8660254037844387,80.18936249038121,8.62830604979191,-256.0540890657303,886.5191124538906,857.3888277780679,0.011050501317045658,888.5431403268498,23.90193153845627,0.009893855822767184,0.02338983163405388,106.37914339192507,1,0
2024-06-01,881.0129206380589,324.9372373720001,83.58614000000004,156.41919000000044,416.81342,0.0012705999999999985,120.77700132181766,38.39758779999996,1140.931847093818,21.163100000000004,26.414499999999997,31.254499999999997,21.163099999999996,26.1483,30.5527,30.5527,27.35707777777778,23.0698,23.158811627906978,22.2023,21.270115384615384,18.48839230769231,18.48839676923077,25.7127,17.5331,28051.0,9659877.0,2031.0,792.0,1358.285,1352.0,2350.0,1313.0,39940.0,44959.0,95349.285,225413.0,320762.28500000003,936.5687057720005,2024,6,82.0,6,2,0,1.2246467991473532e-16,-1.0,82.08805005817206,7.326129094644056,-259.9189264557592,896.3155930736484,882.7947154530102,-0.017072862007357914,887.949208721866,12.951475782972222,0.009870652079731451,0.023334976211394826,108.22688608351496,1,0
2024-07-01,905.4683794099998,358.2258526,102.770627,134.71362299999942,471.83112,0.001466,106.01344093832475,31.344500200000045,1204.9006297383241,20.028500000000005,25.243599999999997,28.317000000000004,20.0285,25.0016,28.7042,28.7042,25.314977777777777,21.1729,21.310311627906977,20.378,19.445815384615386,17.365892307692306,17.36589676923077,24.5902,16.3985,34682.0,9693954.0,2031.0,792.0,1452.0,1352.0,2350.0,1423.0,40836.0,45792.0,97282.0,232084.0,329366.0,996.1165617999995,2024,7,83.0,7,3,0,-0.4999999999999997,-0.8660254037844388,82.6720923879285,8.52938611396687,-299.43225032832436,881.0129206380589,886.5191124538906,0.02775834292444812,894.265631040569,16.32421560914421,0.010035327174030328,0.02394110803496695,107.43831834678603,1,0
2024-08-01,925.87487409684,320.884572576,99.49201199999992,158.05528499999988,483.33172,0.000995199999999997,131.11238051883512,34.44203240000001,1227.3189976948352,20.483900000000006,25.699,28.7724,20.483900000000002,25.456999999999997,29.1596,29.1596,25.770377777777778,21.6283,21.765711627906978,20.8334,19.901215384615384,17.821292307692307,17.82129676923077,25.0456,16.8539,32607.0,9725984.0,2031.0,792.0,1452.0,1352.0,2350.0,1423.0,40836.0,45792.0,97282.0,232084.0,329366.0,996.714605176,2024,8,81.0,8,3,0,-0.8660254037844385,-0.5000000000000004,81.21072085155049,8.106450905336509,-301.44412359799514,905.4683794099998,896.3155930736484,0.022536948998856277,904.1187247149661,17.14922813640146,0.010002278432701513,0.023862264219229642,105.07035315640825,1,0
2024-09-01,909.1071842074882,270.95536653799996,92.3009653,190.60592200000025,455.23047998999976,0.000263,122.39707488028965,36.41928849999996,1167.9093602082896,20.285900000000005,25.500999999999998,28.5744,20.2859,25.259,28.9616,28.9616,25.572377777777778,21.4303,21.567711627906977,20.6354,19.703215384615383,17.623292307692306,17.62329676923077,24.8476,16.6559,32965.0,9758141.0,2031.0,792.0,1452.0,1352.0,2350.0,1423.0,40836.0,45792.0,97282.0,232084.0,329366.0,953.2113200279999,2024,9,82.0,9,3,0,-1.0,-1.8369701987210297e-16,81.61689190144006,7.903093206097661,-258.8021760008014,925.87487409684,881.0129206380589,-0.018110103598726668,913.4834792381093,16.340701092846338,0.009969316901651657,0.023783628459560075,107.00828427046842,1,0
2024-10-01,937.6413730547997,276.60461689399995,110.58945199999995,182.33883000000037,493.29365,0.0007119000000000087,130.1053178267354,40.65869379999997,1233.5912724207358,20.353500000000007,25.5686,28.642,20.3535,25.326599999999996,29.0292,29.0292,25.639977777777776,21.4979,21.635311627906976,20.703,19.770815384615386,17.69089230769231,17.69089676923077,24.9152,16.7235,32295.0,9791595.0,2031.0,792.0,1452.0,1352.0,2350.0,1423.0,40836.0,45792.0,97282.0,232084.0,329366.0,992.8965025940004,2024,10,80.0,10,4,1,-0.8660254037844386,0.5000000000000001,80.48828852733301,8.964837420013918,-295.94989936593606,909.1071842074882,905.4683794099998,0.031387045821429815,924.2078104530427,20.304718804788383,0.009935255696339565,0.023702369225851356,103.75182110731629,1,0
2024-11-01,940.9081892308723,273.924316378,99.858821,158.16430999999977,495.31,0.0,134.18204580296216,40.077204600000066,1201.516697780962,20.277300000000004,25.492399999999996,28.565800000000003,20.277300000000004,25.2504,28.953,28.953,25.563777777777776,21.4217,21.559111627906976,20.6268,19.694615384615386,17.61469230769231,17.61469676923077,24.839,16.647299999999998,35098.0,9826348.0,2031.0,792.0,1452.0,1352.0,2350.0,1423.0,40836.0,45792.0,97282.0,232084.0,329366.0,967.4758309779999,2024,11,81.0,11,4,1,-0.5000000000000004,0.8660254037844384,80.52121395938951,8.311063939804223,-260.6085085500897,937.6413730547997,925.87487409684,0.0034840785293308585,929.2189154977201,22.654437971216986,0.009900117520771705,0.023618540682662573,103.39159666526162,1,0
2024-12-01,886.0,286.308315546,103.44493280000015,148.02641299999993,476.33664,0.0,128.14240320776034,44.8787958,1187.1375003537605,20.427,25.642099999999996,28.715500000000002,20.427000000000003,25.4001,29.1027,29.1027,25.71347777777778,21.5714,21.708811627906975,20.7765,19.844315384615385,17.764392307692308,17.76439676923077,24.9887,16.797,27007.0,9852423.0,2031.0,792.0,1452.0,1352.0,2350.0,1423.0,40836.0,45792.0,97282.0,232084.0,329366.0,955.550164346,2024,12,80.0,12,4,0,-2.4492935982947064e-16,1.0,80.49195346463668,8.713812239035,-301.1375003537605,940.9081892308723,909.1071842074882,-0.05835658554078049,921.5165207618907,21.12442187936849,0.009873916294499333,0.02355603286622996,109.79909706546276,1,0
2025-01-01,957.0,282.660656018,108.3885459999999,159.35398900000024,483.29304999999994,0.0,146.0210554635931,37.37510539999999,1217.0924018815933,20.241100000000003,25.4562,28.529600000000002,20.241100000000003,25.2142,28.9168,28.9168,25.52757777777778,21.3855,21.522911627906975,20.5906,19.658416276923077,17.578492307692308,17.57849676923077,24.8028,16.611099999999997,30746.0,9882751.0,2031.0,792.0,1452.0,1352.0,2350.0,1423.0,40836.0,45792.0,97282.0,232084.0,329366.0,962.6828004180002,2025,1,79.0,1,1,0,0.49999999999999994,0.8660254037844387,79.09693618411532,8.905531398637772,-260.09240188159333,886.0,937.6413730547997,0.08013544018058694,927.9693964102908,25.314468002418543,0.009843615406277057,0.023483744556551105,101.65308254963428,1,0
2025-02-01,916.0,240.07984116600002,113.33523300000013,194.40629099999987,415.08312000000006,0.0,124.12138088638117,44.424766400000024,1131.4506324523811,19.886100000000006,25.101200000000002,28.1746,19.8861,24.8592,28.5618,28.5618,25.17257777777778,21.0305,21.167911627906978,20.2356,19.30341716923077,17.223492307692307,17.22349676923077,24.4478,16.256099999999996,35108.0,9917087.0,2031.0,792.0,1452.0,1352.0,2350.0,1423.0,40836.0,45792.0,97282.0,232084.0,329366.0,893.994018566,2025,2,79.0,2,1,0,0.8660254037844386,0.5000000000000001,79.0130822259826,10.016807605149316,-215.45063245238111,957.0,940.9081892308723,-0.0428422152560084,919.6666666666666,25.64992592762077,0.009809533787492235,0.023402436622770376,106.20305676855895,1,0
2025-03-01,943.0,274.26718774399995,154.2083309999999,168.14440699999963,475.69890999999996,0.0,120.76371601140255,43.96889799999997,1237.051449755402,20.146500000000003,25.3616,28.435,20.1465,25.119600000000002,28.8222,28.8222,25.43297777777778,21.2909,21.428311627906975,20.496,19.563818061538463,17.483892307692308,17.48389676923077,24.7082,16.5165,33376.0,9948475.0,2031.0,792.0,1452.0,1352.0,2350.0,1423.0,40836.0,45792.0,97282.0,232084.0,329366.0,962.0794027439995,2025,3,78.0,3,1,0,1.0,6.123233995736766e-17,77.77197972923666,12.465797686142398,-294.051449755402,916.0,886.0,0.029475982532751077,938.6666666666666,25.327174489106554,0.009778584154857906,0.023328600614667072,103.16224814422057,1,0
2025-04-01,943.0,293.70969442399996,119.03241499999992,142.38945100000018,479.64657,0.0,131.6418546125485,39.33415240000002,1205.7541374365485,21.101100000000002,26.3162,29.389599999999994,21.101100000000006,26.074199999999998,29.7768,29.7768,26.38757777777778,22.245504142857143,22.382911627906978,21.4506,20.518418953846155,18.438492307692307,18.43849676923077,25.6628,17.471099999999996,31733.0,9979211.0,2031.0,792.0,1452.0,1352.0,2350.0,1423.0,40836.0,45792.0,97282.0,232084.0,329366.0,955.0798678240001,2025,4,79.0,4,2,1,0.8660254037844387,-0.4999999999999998,79.21016716181578,9.87203040024931,-262.7541374365485,943.0,957.0,0.0,934.0,25.737796366298728,0.00974846608614649,0.02325674845436177,103.16224814422057,1,0
